reaction	linear_coefficient
GARFT1	[0.19320557357225046, 0.34229975224300524, 0.22760170408613142, 0.2982258252809436, 0.139985218699185, 0.3562912645158765]
GARFT2	[0.19320557357225046, 0.34229975224300524, 0.22760170408613142, 0.2982258252809436, 0.139985218699185, 0.3562912645158765]
GART	[0.19320557357225046, 0.34229975224300524, 0.22760170408613142, 0.2982258252809436, 0.139985218699185, 0.3562912645158765]
GBBTNtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GCALDD	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
GDPDPK	[0.015412667209643908, 0.02705550994700421, 0.009879757205940856, 0.03968227562111614, 0.013946505870551077, 0.023941259389245458]
GDPMNP	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
GDPtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GF6PTA	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
GGGABADr	[0.022176286590291545, 0.02705550994700421, 0.03391138804200328, 0.03968227562111614, 0.017356935556755094, 0.03445140223239655]
GGPTRCO	[0.19320557357225046, 0.34229975224300524, 0.2245810023895559, 0.2982258252809436, 0.15460608559674718, 0.3562912645158765]
GHMT2r	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
GK1	[0.024924442306860056, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.019512695549096674, 0.032188550693637207]
GLCNt2rpp	[0.016269721763858075, 0.02705550994700421, 0.019843200705129436, 0.009519085795134816, 0.004113759126576514, 0.023941259389245458]
GLCRtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLCtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLCtpp	[0.003643471634810094, 0.005185824731068347, 0.005580129387831358, 0.009458471321171807, 0.0031475848812990126, 0.004490377531707971]
GLCTR1	[0.1918664258312908, 0.34229975224300524, 0.20888066171662917, 0.2982258252809436, 0.15460608559674718, 0.3562912645158765]
GLCUR1Ptex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLCURtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLNabcpp	[0.006681423938587094, 0.02705550994700421, 0.01777255841312203, 0.03968227562111614, 0.005071383157294035, 0.023941259389245458]
GLNS	[0.016269721763858075, 0.02705550994700421, 0.0204156723976256, 0.03968227562111614, 0.01219371188575561, 0.023941259389245458]
GLNt1pp	[0.012719067182113674, 0.02705550994700421, 0.00989193745471737, 0.03968227562111614, 0.004336064705135938, 0.023941259389245458]
GLNt2pp	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.013091484414553288, 0.023941259389245458]
GLNtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLU5K	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
GLUabcpp	[0.006681423938587094, 0.02705550994700421, 0.01777255841312203, 0.03968227562111614, 0.005071383157294035, 0.023941259389245458]
GLUCYS	[0.02597280368121131, 0.030971923497085663, 0.03674938600693108, 0.04253376928032004, 0.017356935556755094, 0.023941259389245458]
GLUDy1	[0.0036358193620046105, 0.0008912993426549798, 0.0054583269000662155, 0.004629518228785474, 0.0026003711494604286, 0.0006681891954061358]
GLUPRT	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
GLUR	[0.19320557357225046, 0.34229975224300524, 0.2245810023895559, 0.2982258252809436, 0.15460608559674718, 0.3562912645158765]
GLUt1pp	[0.012719067182113674, 0.02705550994700421, 0.00989193745471737, 0.03968227562111614, 0.004336064705135938, 0.023941259389245458]
GLUt2pp	[0.01600189221566615, 0.02705550994700421, 0.019599595729599153, 0.03968227562111614, 0.00916693593152344, 0.023941259389245458]
GLUtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLUTRR	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
GLUTRS	[0.022176286590291545, 0.030694042442541272, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
GLYabcpp	[0.006681423938587094, 0.02705550994700421, 0.01777255841312203, 0.03968227562111614, 0.005071383157294035, 0.023941259389245458]
GLYALDtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLYBt2pp	[0.19320557357225046, 0.34229975224300524, 0.22760170408613142, 0.2982258252809436, 0.139985218699185, 0.3562912645158765]
GLYBtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLYC2Ptex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLYC3Ptex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLYCAtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLYCL	[0.0035439920883388073, 0.00529318786577868, 0.0054583269000662155, 0.009458471321171807, 0.002985130804659433, 0.023941259389245458]
GLYCLTDx	[0.022176286590291545, 0.030694042442541272, 0.03674938600693108, 0.04214987761188765, 0.017356935556755094, 0.023941259389245458]
GLYCLTDy	[0.4205392940775579, 0.5075695094332837, 0.7814254357054536, 0.5083155920367306, 0.45822420462156166, 0.48945862702600557]
GLYCLTt2rpp	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.012834977977753952, 0.023941259389245458]
GLYCLTtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLYCtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GLYCtpp	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
GLYOX	[0.18362492801978494, 0.49160397975400577, 0.218637040986617, 0.303357850743145, 0.13394876721984061, 0.43566513387543493]
GLYt1pp	[0.012719067182113674, 0.02705550994700421, 0.00989193745471737, 0.03968227562111614, 0.004336064705135938, 0.023941259389245458]
GLYt2pp	[0.012719067182113674, 0.02705550994700421, 0.00989193745471737, 0.03968227562111614, 0.004336064705135938, 0.023941259389245458]
GLYtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GMHEPAT	[0.04248640839544497, 0.04981099589949312, 0.044215878506934266, 0.059970532957012095, 0.028900831135952387, 0.3562912645158765]
GMHEPK	[0.04248640839544497, 0.04981099589949312, 0.044215878506934266, 0.059970532957012095, 0.028900831135952387, 0.3562912645158765]
GMHEPPA	[0.11153286591932372, 0.34229975224300524, 0.06353375306648572, 0.2982258252809436, 0.08020211849581967, 0.3562912645158765]
GMPS2	[0.00600037165889905, 0.02705550994700421, 0.01132920681034604, 0.03707846662364928, 0.0042249119158562255, 0.023941259389245458]
GMPtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GNAT1	[0.11153286591932372, 0.34229975224300524, 0.06394788152488719, 0.2982258252809436, 0.09062483004443268, 0.3562912645158765]
GNAT2	[0.1918664258312908, 0.34229975224300524, 0.2245810023895559, 0.2982258252809436, 0.139985218699185, 0.3562912645158765]
GND	[0.017685392232872545, 0.02705550994700421, 0.024776201459617668, 0.03968227562111614, 0.01219371188575561, 0.023941259389245458]
GNK	[0.2099104851066212, 0.34229975224300524, 0.29577455648828116, 0.303357850743145, 0.17077454132966538, 0.3562912645158765]
GRTT	[0.12314901603804786, 0.34229975224300524, 0.17843003977534375, 0.2982258252809436, 0.08009096570653995, 0.3562912645158765]
GSNtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GTHOXtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GTHRDtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GTHS	[0.04138448111145533, 0.04802371548049168, 0.0657627385925878, 0.052595771958179424, 0.024352116990044154, 0.03817930508791675]
GTPCI	[0.0344362174040762, 0.0407798616268003, 0.059002700521622445, 0.045342239907272756, 0.032628724684102745, 0.02985317186196891]
GTPCII2	[0.03292106738859044, 0.34229975224300524, 0.05802828061950131, 0.28450674934064935, 0.03220121395610385, 0.3562912645158765]
GTPDPDP	[0.026179415046959368, 0.03784947959705942, 0.04036691989355579, 0.04849419255334919, 0.02388185518924537, 0.024079999346416237]
GTPDPK	[0.022176286590291545, 0.030694042442541272, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.025225930574377695]
GTPHs	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
GTPtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
GUAPRT	[0.12314901603804786, 0.04806792383007828, 0.1488685759947439, 0.2982258252809436, 0.08457127813596836, 0.048137302404316025]
GUAt2pp	[0.16785359376768322, 0.05432656303583953, 0.1488685759947439, 0.05334335047038985, 0.017356935556755094, 0.3562912645158765]
GUAtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
DDPGA	[0.022176286590291545, 0.04689324482677698, 0.03294757294047079, 0.0585157855818999, 0.017356935556755094, 0.034059754850688205]
H2O2tex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
H2Otex	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
H2Otpp	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
H2SO	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
H2St1pp	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
H2Stex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
H2tex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
H2tpp	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
HBZOPT	[0.0428001515804698, 0.0405525044003549, 0.044215878506934266, 0.059162339970838654, 0.028584473197233205, 0.0450693979142673]
HCINNMtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
HCO3E	[0.17871982115146995, 0.34229975224300524, 0.1977357340861187, 0.2982258252809436, 0.09349770213658527, 0.3562912645158765]
HDCAtexi	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
HDCEAtexi	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
HEPT1	[0.026454896867956778, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.02155619682893139, 0.026270323592266623]
HEPT2	[0.04248640839544497, 0.04583224443669838, 0.03968482596207099, 0.04069513023677545, 0.028900831135952387, 0.050030264749239696]
HEX1	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.01235616596239519, 0.023941259389245458]
HG2tex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
HGFE	[0.1939325394887714, 0.34229975224300524, 0.22760170408613142, 0.2982258252809436, 0.139985218699185, 0.45419585721367245]
EHGLAT	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
Hgtpp	[0.1939325394887714, 0.34229975224300524, 0.22760170408613142, 0.2982258252809436, 0.1588469920184962, 0.3562912645158765]
HISabcpp	[0.006681423938587094, 0.02705550994700421, 0.01777255841312203, 0.03968227562111614, 0.005071383157294035, 0.023941259389245458]
HISt1pp	[0.012719067182113674, 0.02705550994700421, 0.00989193745471737, 0.03968227562111614, 0.004336064705135938, 0.023941259389245458]
HISt2pp	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.013091484414553288, 0.023941259389245458]
HISTD	[0.022176286590291545, 0.033447591073935724, 0.03531211665130241, 0.04313991401995011, 0.017356935556755094, 0.03445140223239655]
HIStex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
HISTP	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
HMBS	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.020136861211975058, 0.023941259389245458]
HMPK1	[0.04482800387392296, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.08009096570653995, 0.050712021302583864]
HOMtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
HPPK2	[0.24429979909446461, 0.5075695094332837, 0.3522178293186477, 0.4858478270211089, 0.5498397536317247, 0.48945862702600557]
HPPPNtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
HPYRRx	[0.4205392940775579, 0.5075695094332837, 0.7814254357054536, 0.5083155920367306, 0.45822420462156166, 0.48945862702600557]
HPYRRy	[0.4205392940775579, 0.5075695094332837, 0.7814254357054536, 0.5083155920367306, 0.45822420462156166, 0.48945862702600557]
HSDy	[0.022176286590291545, 0.02705550994700421, 0.0350441511782191, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
HSK	[0.04482800387392296, 0.048415275148258774, 0.06396006177366372, 0.059162339970838654, 0.028900831135952387, 0.045526319859593704]
HSST	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
HSTA	[0.0344362174040762, 0.030694042442541272, 0.03878348755260894, 0.03968227562111614, 0.03214991266874398, 0.026255818133684834]
HSTPT	[0.030548862818890514, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.020136861211975058, 0.3562912645158765]
Htex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
HXAtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
HXPRT	[0.12314901603804786, 0.04806792383007828, 0.1488685759947439, 0.2982258252809436, 0.08457127813596836, 0.048137302404316025]
HYXNtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
HYXNtpp	[0.16785359376768322, 0.05432656303583953, 0.1488685759947439, 0.05334335047038985, 0.017356935556755094, 0.3562912645158765]
ICDHyr	[0.00477600801002167, 0.02705550994700421, 0.009563070737751487, 0.009458471321171807, 0.002985130804659433, 0.023941259389245458]
IDONtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
IG3PS	[0.12189404329794855, 0.34229975224300524, 0.19047630581531624, 0.2982258252809436, 0.08159580346909606, 0.3562912645158765]
IGPDH	[0.024036778661423955, 0.04654589350859649, 0.03866168506484381, 0.04033144339299739, 0.02388185518924537, 0.035575575272485324]
IGPS	[0.14397085034176882, 0.34229975224300524, 0.19047630581531624, 0.2982258252809436, 0.12907514492065322, 0.3562912645158765]
ILEabcpp	[0.006681423938587094, 0.02705550994700421, 0.01777255841312203, 0.03968227562111614, 0.005071383157294035, 0.023941259389245458]
ILEt1pp	[0.012719067182113674, 0.02705550994700421, 0.00989193745471737, 0.03968227562111614, 0.004336064705135938, 0.023941259389245458]
ILEt3pp	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.013091484414553288, 0.023941259389245458]
ILETA	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
ILEtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
IMPC	[0.017685392232872545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
IMPD	[0.01708851495404482, 0.02705550994700421, 0.026079488078704683, 0.03968227562111614, 0.012954680981593641, 0.023941259389245458]
IMPtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
INDOLEtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
INSTtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
IPDPS	[0.02383781956848138, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.02516065601075964]
IPMD	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
IPPMIa	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
IPPMIb	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
IPPS	[0.029974942358479247, 0.03703478286896336, 0.03968482596207099, 0.03968227562111614, 0.023043934162367538, 0.024333844871597572]
ISETACtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
KARA1	[0.005931501203649698, 0.02705550994700421, 0.009879757205940856, 0.03968227562111614, 0.0035579951801779507, 0.023941259389245458]
KARA2	[0.005931501203649698, 0.02705550994700421, 0.009879757205940856, 0.03968227562111614, 0.0035579951801779507, 0.023941259389245458]
KAS14	[0.010224426247526012, 0.02705550994700421, 0.015056362935959371, 0.009519085795134816, 0.009278088720803152, 0.023941259389245458]
KAS15	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
KDOCT2	[0.0332195060280043, 0.052362449218491654, 0.046347422042824236, 0.049261975890213965, 0.019760651771336034, 0.0463168673523013]
KDOPP	[0.0344362174040762, 0.049716263721807534, 0.03674938600693108, 0.04548367367985311, 0.032628724684102745, 0.3562912645158765]
KDOPS	[0.02597280368121131, 0.03601167534995899, 0.03525121540741984, 0.0438066732335432, 0.025489295526521214, 0.02685054193553825]
Kt2pp	[0.11153286591932372, 0.06321875678126015, 0.1488685759947439, 0.05203003686785801, 0.032628724684102745, 0.3562912645158765]
Ktex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
Ktpp	[0.17871982115146995, 0.34229975224300524, 0.2245810023895559, 0.2982258252809436, 0.139985218699185, 0.3562912645158765]
L_LACD2	[0.022176286590291545, 0.02705550994700421, 0.0204156723976256, 0.009458471321171807, 0.008987381425763904, 0.023941259389245458]
L_LACtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
LADGMDH	[0.0344362174040762, 0.34229975224300524, 0.05359467006485017, 0.2982258252809436, 0.023967357334845153, 0.04805752238211618]
LCADi	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
LCTStex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
LDH_D	[0.01495353084131489, 0.02705550994700421, 0.017005202740201637, 0.03968227562111614, 0.00920113678976335, 0.023941259389245458]
LEUabcpp	[0.006681423938587094, 0.02705550994700421, 0.01777255841312203, 0.03968227562111614, 0.005071383157294035, 0.023941259389245458]
LEUt1pp	[0.012719067182113674, 0.02705550994700421, 0.00989193745471737, 0.03968227562111614, 0.004336064705135938, 0.023941259389245458]
LEUt3pp	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.013091484414553288, 0.023941259389245458]
LEUTAi	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
LEUtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
LGTHL	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
LIPAabcpp	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
LLACt3pp	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.012834977977753952, 0.023941259389245458]
LPADSS	[0.19320557357225046, 0.34229975224300524, 0.22760170408613142, 0.2982258252809436, 0.12175616125731216, 0.3562912645158765]
LSERDHr	[0.11153286591932372, 0.03491278208880617, 0.05207213896778589, 0.05611141144803391, 0.032628724684102745, 0.042059515258545746]
LYSabcpp	[0.006681423938587094, 0.02705550994700421, 0.01777255841312203, 0.03968227562111614, 0.005071383157294035, 0.023941259389245458]
LYSt1pp	[0.012719067182113674, 0.02705550994700421, 0.00989193745471737, 0.03968227562111614, 0.004336064705135938, 0.023941259389245458]
LYSt2pp	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.013091484414553288, 0.023941259389245458]
LYStex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
LYXtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
MAc1	[0.2663459970470629, 0.34229975224300524, 0.3532166097183219, 0.32354247057282676, 0.2739157795666785, 0.3562912645158765]
MAc2	[0.2663459970470629, 0.34229975224300524, 0.3532166097183219, 0.32354247057282676, 0.2739157795666785, 0.3562912645158765]
MAc3	[0.2663459970470629, 0.34229975224300524, 0.3532166097183219, 0.32354247057282676, 0.2739157795666785, 0.3562912645158765]
MAc4	[0.2663459970470629, 0.34229975224300524, 0.3532166097183219, 0.32354247057282676, 0.2739157795666785, 0.3562912645158765]
MAc5	[0.2663459970470629, 0.34229975224300524, 0.3532166097183219, 0.32354247057282676, 0.2739157795666785, 0.3562912645158765]
MAc6	[0.2663459970470629, 0.34229975224300524, 0.3532166097183219, 0.32354247057282676, 0.2739157795666785, 0.3562912645158765]
MAc7	[0.2663459970470629, 0.34229975224300524, 0.3532166097183219, 0.32354247057282676, 0.2739157795666785, 0.3562912645158765]
MAc8	[0.2663459970470629, 0.34229975224300524, 0.3532166097183219, 0.32354247057282676, 0.2739157795666785, 0.3562912645158765]
MACPD	[0.010224426247526012, 0.02705550994700421, 0.015056362935959371, 0.009519085795134816, 0.009278088720803152, 0.023941259389245458]
MALDtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
Malt1pp	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.013091484414553288, 0.023941259389245458]
MALtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
MALTpp	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
MALTtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
MAN1PT2	[0.04123908792815114, 0.34229975224300524, 0.06325360734462589, 0.28450674934064935, 0.028900831135952387, 0.3562912645158765]
MAN6Ptex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
MANGLYCtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
MANtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
MCITL2	[1.0, 0.7874525706661002, 0.8686725576916245, 0.9118261452084772, 0.9870720755853135, 0.7436667886718865]
MCITS	[0.7684116158148435, 0.8091146619635382, 0.8122171046124813, 1.0, 0.6692862510346156, 0.7681955191336944]
MCOATA	[0.003077203447204306, 0.0034111752690916468, 0.002133118984077851, 0.005356891916341575, 0.002985130804659433, 0.0023870860373483276]
MCTP1App	[0.02580445367949067, 0.03238027520534475, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.0450693979142673]
MCTP2App	[0.02580445367949067, 0.03238027520534475, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.0450693979142673]
MDDCP1pp	[0.030548862818890514, 0.04291449336398225, 0.0420112534783852, 0.049928735103807055, 0.025976657756439953, 0.04216105346861827]
MDDCP2pp	[0.030548862818890514, 0.04291449336398225, 0.0420112534783852, 0.049928735103807055, 0.025976657756439953, 0.04216105346861827]
MDDCP3pp	[0.030548862818890514, 0.04291449336398225, 0.0420112534783852, 0.049928735103807055, 0.025976657756439953, 0.04216105346861827]
MDDCP4pp	[0.030548862818890514, 0.04291449336398225, 0.0420112534783852, 0.049928735103807055, 0.025976657756439953, 0.04216105346861827]
MDDCP6pp	[0.030548862818890514, 0.04291449336398225, 0.0420112534783852, 0.049928735103807055, 0.025976657756439953, 0.04216105346861827]
MDDEP1pp	[0.030548862818890514, 0.04291449336398225, 0.0420112534783852, 0.049928735103807055, 0.025976657756439953, 0.04216105346861827]
MDDEP3pp	[0.030548862818890514, 0.04291449336398225, 0.0420112534783852, 0.049928735103807055, 0.025976657756439953, 0.04216105346861827]
MDDEP4pp	[0.030548862818890514, 0.04291449336398225, 0.0420112534783852, 0.049928735103807055, 0.025976657756439953, 0.04216105346861827]
MDH2	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.013091484414553288, 0.023941259389245458]
MECDPDH2	[0.022176286590291545, 0.030694042442541272, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
