RefSeq_ID,Protein_ID,Gene_ID,Uniprot_ID,BVBRC_ID,PUBMLST_locus
NGO0671,YP_207810.1,3282051,Q5F8T9,fig|242231.10.peg.792,NEIS1283
NGO0672,YP_207811.1,3282033,Q5F8T8,#N/A,#N/A
NGO0673,YP_207812.1,3282049,Q5F8T7,fig|242231.10.peg.794,NEIS3239
NGO0674,YP_207813.1,3282023,Q5F8T6,fig|242231.10.peg.795,NEIS1182
NGO0675,YP_207814.1,3282048,Q5F8T5,fig|242231.10.peg.796,NEIS1181
NGO0676,YP_207815.1,3282000,Q5F8T4,fig|242231.10.peg.797,NEIS1180
NGO0677,YP_207816.1,3282001,Q5F8T3,fig|242231.10.peg.798,NEIS1179
NGO0678,YP_207817.1,3282025,Q5F8T2,fig|242231.10.peg.799,NEIS1178
NGO0679,YP_207818.1,3282485,Q5F8T1,fig|242231.10.peg.800,NEIS1176
NGO0680,YP_207819.1,3281805,#N/A,fig|242231.10.peg.801,NEIS1175
NGO0681,YP_207820.1,3281896,Q5F8S9,fig|242231.10.peg.802,NEIS1174
NGO0682,YP_207821.1,3281925,Q5F8S8,fig|242231.10.peg.803,NEIS1173
NGO0683,YP_207822.1,3281810,Q5F8S7,fig|242231.10.peg.804,NEIS1172
NGO0684,YP_207823.1,3281914,#N/A,fig|242231.10.peg.805,NEIS1171
NGO0685,YP_207824.1,3281912,Q5F8S5,fig|242231.10.peg.806,NEIS1170
NGO0686,YP_207825.1,3281915,#N/A,#N/A,#N/A
NGO0687,YP_207826.1,3281921,Q5F8S3,fig|242231.10.peg.807,NEIS1168
NGO0688,YP_207827.1,3281922,#N/A,fig|242231.10.peg.808,NEIS1166
NGO0689,YP_207828.1,3281892,Q5F8S1,fig|242231.10.peg.809,NEIS1165
NGO0690,YP_207829.1,3281888,Q5F8S0,fig|242231.10.peg.810,NEIS1164
NGO0693,YP_207830.1,3281891,#N/A,#N/A,#N/A
NGO0694,YP_207831.1,3281816,Q5F8R8,fig|242231.10.peg.821,NEIS2653
NGO0696,YP_207832.1,3282887,Q5F8R7,fig|242231.10.peg.824,NEIS1159
NGO0697,YP_207833.1,3281879,#N/A,fig|242231.10.peg.825,NEIS2534
NGO0698,YP_207834.1,3281806,#N/A,fig|242231.10.peg.826,#N/A
NGO0699,YP_207835.1,3281876,Q5F8R4,fig|242231.10.peg.827,NEIS2535
NGO0700,YP_207836.1,3281811,Q5F8R3,#N/A,NEIS2654
NGO0701,YP_207837.1,3281809,Q5F8R2,fig|242231.10.peg.828,NEIS2655
NGO0702,YP_207838.1,3281871,Q5F8R1,fig|242231.10.peg.829,#N/A
NGO0703,YP_207839.1,3281983,#N/A,#N/A,#N/A
NGO0704,YP_207840.1,3281990,#N/A,fig|242231.10.peg.832,NEIS1157
NGO0709,YP_207841.1,3281989,Q5F8Q8,#N/A,NEIS2656
NGO0710,YP_207842.1,3282032,#N/A,fig|242231.10.peg.846,NEIS1336
NGO0711,YP_207843.1,3282111,#N/A,fig|242231.10.peg.847,NEIS1334
NGO0712,YP_207844.1,3282886,Q5F8Q5,#N/A,#N/A
NGO0713,YP_207845.1,3282885,Q5F8Q4,fig|242231.10.peg.848,NEIS1333
NGO0714,YP_207846.1,3282884,Q5F8Q3,fig|242231.10.peg.849,NEIS1332
NGO0715,YP_207847.1,3282883,Q5F8Q2,fig|242231.10.peg.851,NEIS1331
NGO0716,YP_207848.1,3283072,Q5F8Q1,fig|242231.10.peg.852,NEIS1330
NGO0717,YP_207849.1,3282002,Q5F8Q0,fig|242231.10.peg.853,NEIS1329
NGO0718,YP_207850.1,3282115,Q5F8P9,fig|242231.10.peg.854,NEIS1328
NGO0719,YP_207851.1,3282106,Q5F8P8,fig|242231.10.peg.856,NEIS1326
NGO0720,YP_207852.1,3282101,#N/A,fig|242231.10.peg.857,#N/A
NGO0721,YP_207853.1,3282084,Q5F8P6,fig|242231.10.peg.858,NEIS1325
NGO0722,YP_207854.1,3282095,Q5F8P5,fig|242231.10.peg.859,#N/A
NGO0723,YP_207855.1,3282075,#N/A,fig|242231.10.peg.860,#N/A
NGO0724,YP_207856.1,3282009,Q5F8P3,#N/A,#N/A
NGO0725,YP_207857.1,3282090,Q5F8P2,fig|242231.10.peg.861,#N/A
NGO0727,YP_207858.1,3282083,Q5F8P1,fig|242231.10.peg.867,#N/A
NGO0728,YP_207859.1,3282092,#N/A,fig|242231.10.peg.868,#N/A
NGO0729,YP_207860.1,3282071,Q5F8N9,fig|242231.10.peg.872,#N/A
NGO0730,YP_207861.1,3282091,Q5F8N8,fig|242231.10.peg.873,#N/A
NGO0731,YP_207862.1,3282077,Q5F8N7,fig|242231.10.peg.874,#N/A
NGO0732,YP_207863.1,3282073,Q5F8N6,fig|242231.10.peg.875,NEIS0989
NGO0734,YP_207864.1,3282175,Q5F8N5,fig|242231.10.peg.878,NEIS1389
NGO0735,YP_207865.1,3282176,Q5F8N4,#N/A,#N/A
NGO0736,YP_207866.1,3282882,Q5F8N3,#N/A,NEIS2657
NGO0738,YP_207867.1,3281904,Q5F8N2,fig|242231.10.peg.879,NEIS1386
NGO0739,YP_207868.1,3281848,Q5F8N1,fig|242231.10.peg.880,NEIS1385
NGO0740,YP_207869.1,3281808,Q5F8N0,fig|242231.10.peg.881,NEIS1383
NGO0741,YP_207870.1,3281893,Q5F8M9,fig|242231.10.peg.882,NEIS1382
NGO0742,YP_207871.1,3281843,Q5F8M8,fig|242231.10.peg.884,NEIS1380
NGO0743,YP_207872.1,3281850,Q5F8M7,fig|242231.10.peg.885,NEIS1379
NGO0744,YP_207873.1,3282588,Q5F8M6,fig|242231.10.peg.886,NEIS1378
NGO0745,YP_207874.1,3282458,Q5F8M5,fig|242231.10.peg.887,NEIS2530
NGO0746,YP_207875.1,3282607,Q5F8M4,fig|242231.10.peg.888,NEIS1376
NGO0747,YP_207876.1,3281461,Q5F8M3,fig|242231.10.peg.889,NEIS1375
NGO0748,YP_207877.1,3282594,Q5F8M2,fig|242231.10.peg.890,NEIS1374
NGO0751,YP_207878.1,3282603,Q5F8M1,fig|242231.10.peg.895,NEIS2658
NGO0752,YP_207879.1,3282599,Q5F8M0,fig|242231.10.peg.897,NEIS1151
NGO0753,YP_207880.1,3282610,Q5F8L9,fig|242231.10.peg.898,NEIS1150
NGO0754,YP_207881.1,3282496,Q5F8L8,fig|242231.10.peg.899,NEIS1149
NGO0755,YP_207882.2,3282502,Q5F8L7,fig|242231.10.peg.901,NEIS1148
NGO0756,YP_207883.1,3282484,Q5F8L6,fig|242231.10.peg.902,NEIS1147
NGO0757,YP_207884.1,3281881,Q5F8L5,fig|242231.10.peg.903,NEIS1146
NGO0758,YP_207885.1,3281868,Q5F8L4,fig|242231.10.peg.904,NEIS1145
NGO0759,YP_207886.1,3281973,#N/A,fig|242231.10.peg.905,#N/A
NGO0760,YP_207887.1,3282478,Q5F8L2,fig|242231.10.peg.906,NEIS1144
NGO0761,YP_207888.1,3282482,Q5F8L1,fig|242231.10.peg.907,NEIS1143
NGO0762,YP_207889.1,3282474,Q5F8L0,fig|242231.10.peg.908,#N/A
NGO0763,YP_207890.1,3283071,Q5F8K9,fig|242231.10.peg.909,NEIS1142
NGO0764,YP_207891.1,3282480,Q5F8K8,fig|242231.10.peg.910,NEIS1140
NGO0765,YP_207892.1,3282343,Q5F8K7,fig|242231.10.peg.912,NEIS1139
NGO0766,YP_207893.1,3282473,Q5F8K6,fig|242231.10.peg.913,NEIS1138
NGO0767,YP_207894.1,3282500,Q5F8K5,fig|242231.10.peg.914,NEIS1137
NGO0768,YP_207895.1,3282881,#N/A,#N/A,NEIS1136
NGO0769,YP_207896.1,3282005,Q5F8K3,fig|242231.10.peg.915,NEIS1135
NGO0770,YP_207897.1,3282041,Q5F8K2,fig|242231.10.peg.916,NEIS1134
NGO0771,YP_207898.1,3282027,Q5F8K1,fig|242231.10.peg.917,NEIS1133
NGO0773,YP_207899.1,3282015,#N/A,#N/A,#N/A
NGO0774,YP_207900.1,3282020,#N/A,#N/A,NEIS1132
NGO0775,YP_207901.1,3281944,Q5F8J8,fig|242231.10.peg.921,NEIS1131
NGO0776,YP_207902.1,3281985,#N/A,#N/A,#N/A
NGO0777,YP_207903.1,3281874,Q5F8J6,fig|242231.10.peg.922,NEIS1130
NGO0778,YP_207904.1,3281948,Q5F8J5,fig|242231.10.peg.923,NEIS1129
NGO0779,YP_207905.1,3281861,Q5F8J4,fig|242231.10.peg.924,NEIS1128
NGO0780,YP_207906.1,3281841,Q5F8J3,fig|242231.10.peg.925,NEIS1127
NGO0781,YP_207907.1,3282192,Q5F8J2,fig|242231.10.peg.926,NEIS1126
NGO0782,YP_207908.1,3281913,#N/A,fig|242231.10.peg.927,NEIS2659
NGO0783,YP_207909.1,3281943,Q5F8J0,fig|242231.10.peg.928,NEIS1125
NGO0784,YP_207910.1,3281903,#N/A,fig|242231.10.peg.929,NEIS1124
NGO0785,YP_207911.1,3281960,#N/A,#N/A,NEIS2660
NGO0786,YP_207912.1,3281984,Q5F8I7,fig|242231.10.peg.932,NEIS1116
NGO0787,YP_207913.1,3281995,Q5F8I6,fig|242231.10.peg.933,NEIS1115
NGO0788,YP_207914.1,3281955,Q5F8I5,fig|242231.10.peg.934,#N/A
NGO0789,YP_207915.1,3281901,Q5F8I4,fig|242231.10.peg.935,NEIS1113
NGO0790,YP_207916.1,3281968,#N/A,fig|242231.10.peg.936,#N/A
NGO0791,YP_207917.1,3281959,Q5F8I2,fig|242231.10.peg.937,NEIS1112
NGO0792,YP_207918.1,3281911,#N/A,fig|242231.10.peg.938,NEIS1111
NGO0793,YP_207919.1,3281929,Q5F8I0,fig|242231.10.peg.939,NEIS1110
NGO0794,YP_207920.1,3281962,Q5F8H9,fig|242231.10.peg.940,NEIS1108
NGO0795,YP_207921.1,3282018,Q5F8H8,fig|242231.10.peg.941,NEIS1107
NGO0796,YP_207922.1,3282037,#N/A,#N/A,#N/A
NGO0797,YP_207923.1,3282012,Q5F8H6,fig|242231.10.peg.943,NEIS1106
NGO0798,YP_207924.1,3282021,Q5F8H5,fig|242231.10.peg.944,NEIS1104
NGO0799,YP_207925.1,3282011,Q5F8H4,fig|242231.10.peg.945,NEIS1103
NGO0800,YP_207926.1,3282030,Q5F8H3,fig|242231.10.peg.946,NEIS2661
NGO0801,YP_207927.1,3282029,Q5F8H2,fig|242231.10.peg.948,NEIS1102
NGO0802,YP_207928.1,3282047,Q5F8H1,fig|242231.10.peg.949,NEIS2552
NGO0803,YP_207929.1,3281979,Q5F8H0,fig|242231.10.peg.950,NEIS1099
NGO0804,YP_207930.1,3281980,Q5F8G9,fig|242231.10.peg.951,NEIS1098
NGO0805,YP_207931.1,3281992,#N/A,fig|242231.10.peg.952,NEIS1097
NGO0806,YP_207932.1,3281987,Q5F8G7,fig|242231.10.peg.953,NEIS1093
NGO0809,YP_207933.1,3281902,Q5F8G6,fig|242231.10.peg.958,NEIS1090
NGO0810,YP_207934.1,3281846,Q5F8G5,fig|242231.10.peg.959,NEIS1089
NGO0811,YP_207935.1,3281947,#N/A,#N/A,#N/A
NGO0812,YP_207936.1,3281894,Q5F8G3,fig|242231.10.peg.960,NEIS1088
NGO0813,YP_207937.1,3281938,Q5F8G2,fig|242231.10.peg.961,NEIS1087
NGO0814,YP_207938.1,3281941,Q5F8G1,#N/A,#N/A
NGO0815,YP_207939.1,3281819,Q5F8G0,fig|242231.10.peg.962,NEIS1085
NGO0816,YP_207940.1,3281946,Q5F8F9,fig|242231.10.peg.963,NEIS1084
NGO0818,YP_207941.1,3281953,Q5F8F8,fig|242231.10.peg.965,NEIS1082
NGO0819,YP_207942.1,3281974,Q5F8F7,fig|242231.10.peg.966,NEIS1081
NGO0820,YP_207943.1,3282219,Q5F8F6,fig|242231.10.peg.967,NEIS1080
NGO0821,YP_207944.1,3282210,Q5F8F5,fig|242231.10.peg.968,NEIS1078
NGO0822,YP_207945.1,3282222,Q5F8F4,fig|242231.10.peg.969,NEIS1077
NGO0823,YP_207946.1,3282209,Q5F8F3,fig|242231.10.peg.970,NEIS1076
NGO0825,YP_207947.1,3282203,Q5F8F2,fig|242231.10.peg.974,NEIS1073
NGO0826,YP_207948.1,3282206,#N/A,fig|242231.10.peg.975,NEIS1072
NGO0827,YP_207949.1,3282243,Q5F8F0,fig|242231.10.peg.976,NEIS1071
NGO0828,YP_207950.1,3282148,Q5F8E9,fig|242231.10.peg.977,#N/A
NGO0829,YP_207951.1,3282201,Q5F8E8,fig|242231.10.peg.978,NEIS1070
NGO0830,YP_207952.1,3282287,Q5F8E7,fig|242231.10.peg.979,NEIS1069
NGO0831,YP_207953.1,3282214,#N/A,fig|242231.10.peg.980,NEIS1068
NGO0832,YP_207954.1,3282339,Q5F8E5,fig|242231.10.peg.981,NEIS1067
NGO0834,YP_207955.1,3282240,Q5F8E4,fig|242231.10.peg.982,NEIS1066
NGO0835,YP_207956.1,3282212,Q5F8E3,fig|242231.10.peg.985,NEIS1063
NGO0836,YP_207957.1,3282331,Q5F8E2,fig|242231.10.peg.986,#N/A
NGO0841,YP_207958.1,3282156,Q5F8E1,fig|242231.10.peg.994,NEIS1040
NGO0842,YP_207959.1,3282880,Q5F8E0,fig|242231.10.peg.995,NEIS1039
NGO0843,YP_207960.1,3282879,#N/A,fig|242231.10.peg.997,#N/A
NGO0844,YP_207961.1,3282514,Q5F8D8,fig|242231.10.peg.998,NEIS1038
NGO0845,YP_207962.1,3282199,Q5F8D7,fig|242231.10.peg.999,NEIS1037
NGO0846,YP_207963.1,3282218,Q5F8D6,fig|242231.10.peg.1000,NEIS1036
NGO0847,YP_207964.1,3282220,Q5F8D5,fig|242231.10.peg.1001,NEIS1035
NGO0848,YP_207965.1,3282216,Q5F8D4,fig|242231.10.peg.1002,NEIS1034
NGO0850,YP_207966.1,3282227,Q5F8D3,fig|242231.10.peg.1005,NEIS1032
NGO0851,YP_207967.1,3282193,Q5F8D2,fig|242231.10.peg.1006,NEIS1031
NGO0852,YP_207968.1,3282157,Q5F8D1,fig|242231.10.peg.1007,NEIS1030
NGO0853,YP_207969.1,3282247,Q5F8D0,fig|242231.10.peg.1008,NEIS1029
NGO0854,YP_207970.1,3282249,Q5F8C9,fig|242231.10.peg.1009,#N/A
NGO0857,YP_207971.1,3282152,Q5F8C8,fig|242231.10.peg.1011,NEIS1027
NGO0858,YP_207972.1,3282318,Q5F8C7,fig|242231.10.peg.1012,NEIS1026
NGO0859,YP_207973.1,3282364,Q5F8C6,fig|242231.10.peg.1013,NEIS1024
NGO0860,YP_207974.1,3282382,#N/A,#N/A,#N/A
NGO0861,YP_207975.1,3282378,Q5F8C4,fig|242231.10.peg.1015,NEIS2662
NGO0862,YP_207976.1,3282373,Q5F8C3,fig|242231.10.peg.1017,NEIS1022
NGO0863,YP_207977.1,3282160,Q5F8C2,fig|242231.10.peg.1018,NEIS1021
NGO0865,YP_207978.1,3282878,Q5F8C1,fig|242231.10.peg.1021,NEIS2405
NGO0866,YP_207979.1,3281886,Q5F8C0,fig|242231.10.peg.1022,NEIS1017
NGO0867,YP_207980.1,3281889,Q5F8B9,fig|242231.10.peg.1023,NEIS2663
NGO0868,YP_207981.1,3281834,Q5F8B8,fig|242231.10.peg.1024,NEIS2198
NGO0869,YP_207982.1,3282191,Q5F8B7,fig|242231.10.peg.1025,NEIS1016
NGO0870,YP_207983.1,3281835,Q5F8B6,fig|242231.10.peg.1026,NEIS1015
NGO0871,YP_207984.1,3281836,#N/A,fig|242231.10.peg.1027,#N/A
NGO0872,YP_207985.1,3281838,Q5F8B4,fig|242231.10.peg.1028,NEIS1013
NGO0873,YP_207986.1,3281993,Q5F8B3,fig|242231.10.peg.1029,NEIS2664
NGO0874,YP_207987.1,3281831,Q5F8B2,fig|242231.10.peg.1030,NEIS2665
NGO0875,YP_207988.1,3281845,Q5F8B1,fig|242231.10.peg.1031,NEIS1011
NGO0876,YP_207989.1,3282150,Q5F8B0,fig|242231.10.peg.1032,NEIS1010
NGO0878,YP_207990.1,3282510,#N/A,fig|242231.10.peg.1035,#N/A
NGO0879,YP_207991.1,3282498,Q5F8A8,fig|242231.10.peg.1036,#N/A
NGO0880,YP_207992.1,3282161,Q5F8A7,fig|242231.10.peg.1037,NEIS1007
NGO0881,YP_207993.1,3282231,Q5F880,fig|242231.10.peg.1038,#N/A
NGO0883,YP_207994.1,3282534,#N/A,fig|242231.10.peg.1040,#N/A
NGO0884,YP_207995.1,3281475,Q5F8A4,fig|242231.10.peg.1041,#N/A
NGO0885,YP_207996.1,3281432,Q5F8A3,fig|242231.10.peg.1042,NEIS0980
NGO0886,YP_207997.1,3281450,Q5F8A2,fig|242231.10.peg.1043,NEIS0981
NGO0887,YP_207998.1,3281121,Q5F8A1,fig|242231.10.peg.1044,NEIS0982
NGO0888,YP_207999.1,3281077,#N/A,fig|242231.10.peg.1045,NEIS0983
NGO0889,YP_208000.1,3281123,#N/A,#N/A,#N/A
NGO0890,YP_208001.1,3281117,Q5F898,fig|242231.10.peg.1046,NEIS0984
NGO0891,YP_208002.1,3281394,Q5F897,fig|242231.10.peg.1047,NEIS2666
NGO0892,YP_208003.1,3281145,Q5F896,fig|242231.10.peg.1048,NEIS2667
NGO0893,YP_208004.1,3281219,Q5F895,fig|242231.10.peg.1049,NEIS0985
NGO0894,YP_208005.1,3281369,Q5F894,fig|242231.10.peg.1050,NEIS0986
NGO0895,YP_208006.1,3281792,Q5F893,fig|242231.10.peg.1051,NEIS2553
NGO0896,YP_208007.1,3281127,Q5F892,fig|242231.10.peg.1052,#N/A
NGO0897,YP_208008.1,3281116,Q5F891,fig|242231.10.peg.1053,#N/A
NGO0899,YP_208009.1,3281103,Q5F890,fig|242231.10.peg.1057,NEIS1365
NGO0900,YP_208010.1,3281109,Q5F889,fig|242231.10.peg.1060,NEIS1366
NGO0901,YP_208011.1,3281599,Q5F888,fig|242231.10.peg.1061,NEIS1367
NGO0902,YP_208012.1,3281106,Q5F887,fig|242231.10.peg.1062,NEIS1368
NGO0903,YP_208013.1,3281338,Q5F886,fig|242231.10.peg.1063,NEIS1370
NGO0904,YP_208014.1,3281130,Q5F885,fig|242231.10.peg.1064,NEIS1371
NGO0905,YP_208015.1,3281189,Q5F884,fig|242231.10.peg.1065,NEIS1372
NGO0906,YP_208016.1,3281363,Q5F883,fig|242231.10.peg.1066,NEIS1373
NGO0907,YP_208017.1,3281212,Q5F882,fig|242231.10.peg.1067,NEIS2340
NGO0908,YP_208018.1,3281660,Q5F881,fig|242231.10.peg.1068,NEIS2341
NGO0909,YP_208019.1,3281783,Q5F880,fig|242231.10.peg.1069,#N/A
NGO0912,YP_208020.1,3281099,Q5F879,fig|242231.10.peg.1073,NEIS0936
NGO0913,YP_208021.1,3281695,Q5F878,fig|242231.10.peg.1074,NEIS0935
NGO0914,YP_208022.1,3281759,Q5F877,fig|242231.10.peg.1075,NEIS0934
NGO0915,YP_208023.1,3281748,Q5F876,fig|242231.10.peg.1076,NEIS0933
NGO0916,YP_208024.1,3281365,Q5F875,fig|242231.10.peg.1077,NEIS0932
NGO0917,YP_208025.1,3281399,Q5F874,fig|242231.10.peg.1078,NEIS0931
NGO0918,YP_208026.1,3281236,Q5F873,fig|242231.10.peg.1079,NEIS0930
NGO0919,YP_208027.1,3281227,Q5F872,fig|242231.10.peg.1080,NEIS0929
NGO0920,YP_208028.1,3281178,#N/A,fig|242231.10.peg.1081,NEIS0928
NGO0921,YP_208029.1,3281104,Q5F870,fig|242231.10.peg.1082,NEIS0927
NGO0922,YP_208030.1,3281726,Q5F869,fig|242231.10.peg.1083,NEIS0926
NGO0923,YP_208031.1,3281694,Q5F868,fig|242231.10.peg.1084,NEIS0925
NGO0924,YP_208032.1,3282877,Q5F867,fig|242231.10.peg.1085,NEIS2668
NGO0925,YP_208033.1,3282876,Q5F866,fig|242231.10.peg.1086,NEIS0924
NGO0926,YP_208034.1,3282577,Q5F865,fig|242231.10.peg.1087,NEIS0923
NGO0927,YP_208035.1,3282583,Q5F864,fig|242231.10.peg.1088,#N/A
NGO0928,YP_208036.1,3282587,Q5F863,fig|242231.10.peg.1089,NEIS0922
NGO0929,YP_208037.1,3282606,Q5F862,fig|242231.10.peg.1090,NEIS0921
NGO0930,YP_208038.1,3282614,Q5F861,fig|242231.10.peg.1091,NEIS0920
NGO0931,YP_208039.1,3282568,Q5F860,fig|242231.10.peg.1092,NEIS0919
NGO0932,YP_208040.1,3282569,#N/A,#N/A,NEIS2669
NGO0933,YP_208041.1,3282566,Q5F858,fig|242231.10.peg.1094,NEIS0918
NGO0934,YP_208042.1,3282567,Q5F857,fig|242231.10.peg.1095,NEIS0917
NGO0936,YP_208043.1,3281711,Q5F856,fig|242231.10.peg.1098,NEIS0915
NGO0937,YP_208044.1,3281688,Q5F855,fig|242231.10.peg.1099,#N/A
NGO0938,YP_208045.1,3281670,#N/A,fig|242231.10.peg.1100,NEIS0913
NGO0939,YP_208046.1,3281627,Q5F853,fig|242231.10.peg.1101,#N/A
NGO0940,YP_208047.1,3281618,Q5F852,fig|242231.10.peg.1102,NEIS0912
NGO0941,YP_208048.1,3281595,Q5F851,fig|242231.10.peg.1103,NEIS0911
NGO0942,YP_208049.1,3281522,Q5F850,fig|242231.10.peg.1104,NEIS0910
NGO0947,YP_208050.1,3281803,Q5F849,fig|242231.10.peg.1108,NEIS0907
NGO0948,YP_208051.1,3282562,#N/A,fig|242231.10.peg.1109,NEIS0906
NGO0949,YP_208052.1,3282130,Q5F847,fig|242231.10.peg.1110,NEIS0905
NGO0950,YP_208053.1,3282129,Q5F846,fig|242231.10.peg.1111,NEIS2670
NGO0952,YP_208054.1,3282122,Q5F845,fig|242231.10.peg.1114,NEIS1428
NGO0953,YP_208055.1,3282086,Q5F844,fig|242231.10.peg.1115,#N/A
NGO0955,YP_208056.1,3282096,Q5F843,fig|242231.10.peg.1117,#N/A
NGO0956,YP_208057.1,3282184,Q5F842,fig|242231.10.peg.1118,NEIS1429
NGO0957,YP_208058.1,3282179,Q5F841,fig|242231.10.peg.1119,#N/A
NGO0958,YP_208059.1,3282178,Q5F840,fig|242231.10.peg.1120,NEIS1430
NGO0959,YP_208060.1,3282570,Q5F839,fig|242231.10.peg.1121,NEIS1431
NGO0960,YP_208061.1,3282611,Q5F838,fig|242231.10.peg.1123,NEIS1432
NGO0961,YP_208062.1,3282601,Q5F837,fig|242231.10.peg.1125,NEIS1433
NGO0962,YP_208063.1,3282612,#N/A,fig|242231.10.peg.1126,NEIS1435
NGO0963,YP_208064.1,3282609,Q5F835,fig|242231.10.peg.1127,NEIS1436
NGO0967,YP_208065.1,3282571,#N/A,fig|242231.10.peg.1132,#N/A
NGO0968,YP_208066.1,3281136,Q5F833,fig|242231.10.peg.1133,NEIS1438
NGO0969,YP_208067.1,3281135,#N/A,fig|242231.10.peg.1135,NEIS1439
NGO0970,YP_208068.1,3281118,Q5F831,fig|242231.10.peg.1136,NEIS1440
NGO0971,YP_208069.1,3281114,Q5F830,fig|242231.10.peg.1137,NEIS1441
NGO0972,YP_208070.1,3281402,Q5F829,fig|242231.10.peg.1138,NEIS1442
NGO0973,YP_208071.1,3282875,Q5F828,fig|242231.10.peg.1139,NEIS1443
NGO0974,YP_208072.1,3282874,Q5F827,fig|242231.10.peg.1140,NEIS1444
NGO0975,YP_208073.1,3282873,Q5F826,fig|242231.10.peg.1141,NEIS1445
NGO0976,YP_208074.1,3282872,Q5F825,fig|242231.10.peg.1142,NEIS1446
NGO0977,YP_208075.1,3282870,#N/A,fig|242231.10.peg.1145,NEIS1447
NGO0978,YP_208076.1,3282871,#N/A,fig|242231.10.peg.1147,NEIS1448
NGO0979,YP_208077.1,3282868,Q5F822,fig|242231.10.peg.1148,NEIS1449
NGO0980,YP_208078.1,3282869,#N/A,fig|242231.10.peg.1149,NEIS1450
NGO0981,YP_208079.1,3282866,Q5F820,fig|242231.10.peg.1151,NEIS1451
NGO0982,YP_208080.1,3282865,#N/A,#N/A,#N/A
NGO0983,YP_208081.1,3282867,P11910,fig|242231.10.peg.1152,NEIS1452
NGO0984,YP_208082.1,3282864,Q5F817,fig|242231.10.peg.1153,NEIS1453
NGO0986,YP_208083.1,3282863,#N/A,fig|242231.10.peg.1156,NEIS1455
NGO0987,YP_208084.1,3281360,Q5F815,fig|242231.10.peg.1157,NEIS1456
NGO0988,YP_208085.1,3281698,#N/A,fig|242231.10.peg.1158,NEIS1457
NGO0990,YP_208086.1,3281628,#N/A,fig|242231.10.peg.1160,NEIS1458
NGO0991,YP_208087.1,3281244,Q5F812,fig|242231.10.peg.1161,NEIS1459
NGO0992,YP_208088.1,3281206,Q5F811,fig|242231.10.peg.1162,NEIS1460
NGO0993,YP_208089.1,3281387,Q5F810,fig|242231.10.peg.1163,NEIS1461
NGO0994,YP_208090.1,3281780,Q5F809,fig|242231.10.peg.1164,NEIS1462
NGO0995,YP_208091.1,3281728,Q5F808,fig|242231.10.peg.1165,NEIS2526
NGO0996,YP_208092.1,3282574,Q5F807,fig|242231.10.peg.1166,NEIS1464
NGO0998,YP_208093.1,3282186,Q5F806,fig|242231.10.peg.1167,NEIS1465
NGO0999,YP_208094.1,3282596,Q5F805,fig|242231.10.peg.1168,NEIS1466
NGO1000,YP_208095.1,3282575,#N/A,fig|242231.10.peg.1169,#N/A
NGO1001,YP_208096.1,3282576,Q5F803,fig|242231.10.peg.1170,NEIS2671
NGO1002,YP_208097.1,3282605,Q5F802,#N/A,NEIS2672
NGO1003,YP_208098.1,3282188,#N/A,fig|242231.10.peg.1171,NEIS2673
NGO1004,YP_208099.1,3282187,Q5F800,fig|242231.10.peg.1173,NEIS2674
NGO1005,YP_208100.1,3282123,Q5F7Z9,fig|242231.10.peg.1174,NEIS2675
NGO1006,YP_208101.1,3281128,Q5F7Z8,fig|242231.10.peg.1176,#N/A
NGO1007,YP_208102.1,3281988,Q5F7Z7,fig|242231.10.peg.1179,NEIS2676
NGO1008,YP_208103.1,3282169,#N/A,fig|242231.10.peg.1180,#N/A
NGO1009,YP_208104.1,3282180,Q5F7Z5,fig|242231.10.peg.1181,NEIS1005
NGO1010,YP_208105.1,3282182,Q5F7Z4,fig|242231.10.peg.1182,NEIS2677
NGO1011,YP_208106.1,3282069,Q5F7Z3,fig|242231.10.peg.1183,NEIS2678
NGO1012,YP_208107.1,3282116,#N/A,fig|242231.10.peg.1184,NEIS2679
NGO1013,YP_208108.1,3282127,Q5F7Z1,fig|242231.10.peg.1185,NEIS2399
NGO1014,YP_208109.1,3281634,#N/A,fig|242231.10.peg.1186,#N/A
NGO1015,YP_208110.1,3282563,#N/A,fig|242231.10.peg.1187,NEIS0995
NGO1020,YP_208111.1,3282126,#N/A,fig|242231.10.peg.1190,NEIS2680
NGO1024,YP_208112.1,3282094,Q5F7Y7,fig|242231.10.peg.1196,NEIS1392
NGO1025,YP_208113.1,3281395,#N/A,fig|242231.10.peg.1198,NEIS1393
NGO1026,YP_208114.1,3281253,Q5F7Y5,fig|242231.10.peg.1199,NEIS1394
NGO1027,YP_208115.1,3281637,Q5F7Y4,#N/A,#N/A
NGO1028,YP_208116.1,3282211,Q5F7Y3,fig|242231.10.peg.1202,NEIS1395
NGO1029,YP_208117.1,3282108,Q5F7Y2,fig|242231.10.peg.1203,NEIS1396
NGO1030,YP_208118.1,3281683,Q5F7Y1,fig|242231.10.peg.1204,NEIS1397
NGO1031,YP_208119.1,3281124,Q5F7Y0,fig|242231.10.peg.1207,NEIS1398
NGO1032,YP_208120.1,3282556,Q5F7X9,fig|242231.10.peg.1208,NEIS1400
NGO1033,YP_208121.1,3281132,Q5F7X8,fig|242231.10.peg.1209,NEIS1401
NGO1034,YP_208122.1,3281669,Q5F7X7,fig|242231.10.peg.1210,NEIS0202
